size,type,threshold,median_us
8000,random,50,1418
8000,reversed,50,1018
8000,almost,50,661
8100,random,0,3456
8100,reversed,0,1761
8100,almost,0,2039
8100,random,5,1489
8100,reversed,5,970
8100,almost,5,1037
8100,random,10,1515
8100,reversed,10,884
8100,almost,10,1043
8100,random,20,2158
8100,reversed,20,1240
8100,almost,20,1470
8100,random,30,1686
8100,reversed,30,1386
8100,almost,30,796
8100,random,50,1359
8100,reversed,50,942
8100,almost,50,647
8200,random,0,2300
8200,reversed,0,2384
8200,almost,0,2874
8200,random,5,2308
8200,reversed,5,1389
8200,almost,5,1690
8200,random,10,1611
8200,reversed,10,971
8200,almost,10,1063
8200,random,20,1610
8200,reversed,20,789
8200,almost,20,1331
8200,random,30,1885
8200,reversed,30,755
8200,almost,30,1263
8200,random,50,1731
8200,reversed,50,1506
8200,almost,50,743
8300,random,0,2572
8300,reversed,0,1925
8300,almost,0,1875
8300,random,5,3185
8300,reversed,5,1552
8300,almost,5,2207
8300,random,10,3792
8300,reversed,10,1914
8300,almost,10,2730
8300,random,20,12040
8300,reversed,20,2238
8300,almost,20,3111
8300,random,30,4556
8300,reversed,30,1683
8300,almost,30,2599
8300,random,50,4762
8300,reversed,50,3661
8300,almost,50,674
8400,random,0,7997
8400,reversed,0,7832
8400,almost,0,2336
8400,random,5,3072
8400,reversed,5,2036
8400,almost,5,1368
8400,random,10,2806
8400,reversed,10,1908
8400,almost,10,1798
8400,random,20,2527
8400,reversed,20,1669
8400,almost,20,1537
8400,random,30,2649
8400,reversed,30,1648
8400,almost,30,1546
8400,random,50,2471
8400,reversed,50,1942
8400,almost,50,1337
8500,random,0,3784
8500,reversed,0,2026
8500,almost,0,1894
8500,random,5,3024
8500,reversed,5,2113
8500,almost,5,2195
8500,random,10,2744
8500,reversed,10,1762
8500,almost,10,1831
8500,random,20,2495
8500,reversed,20,851
8500,almost,20,1549
8500,random,30,1536
8500,reversed,30,847
8500,almost,30,829
8500,random,50,1473
8500,reversed,50,1246
8500,almost,50,1451
8600,random,0,3900
8600,reversed,0,2023
8600,almost,0,1890
8600,random,5,1968
8600,reversed,5,1035
8600,almost,5,1110
8600,random,10,1934
8600,reversed,10,932
8600,almost,10,1316
8600,random,20,1362
8600,reversed,20,808
8600,almost,20,948
8600,random,30,1455
8600,reversed,30,799
8600,almost,30,783
8600,random,50,1438
8600,reversed,50,960
8600,almost,50,663
8700,random,0,2324
8700,reversed,0,1670
8700,almost,0,1736
8700,random,5,1617
8700,reversed,5,1032
8700,almost,5,1046
8700,random,10,1632
8700,reversed,10,1193
8700,almost,10,1671
8700,random,20,1491
8700,reversed,20,1104
8700,almost,20,1061
8700,random,30,2272
8700,reversed,30,823
8700,almost,30,1058
8700,random,50,1506
8700,reversed,50,1070
8700,almost,50,771
8800,random,0,3251
8800,reversed,0,3326
8800,almost,0,3760
8800,random,5,1892
8800,reversed,5,1379
8800,almost,5,1044
8800,random,10,1542
8800,reversed,10,1127
8800,almost,10,1064
8800,random,20,2079
8800,reversed,20,1361
8800,almost,20,1276
8800,random,30,1872
8800,reversed,30,1399
8800,almost,30,1217
8800,random,50,2064
8800,reversed,50,1105
8800,almost,50,727
8900,random,0,4514
8900,reversed,0,3107
8900,almost,0,2082
8900,random,5,1716
8900,reversed,5,1076
8900,almost,5,2187
8900,random,10,5210
8900,reversed,10,3805
8900,almost,10,3673
8900,random,20,4591
8900,reversed,20,2717
8900,almost,20,2853
8900,random,30,3223
8900,reversed,30,1638
8900,almost,30,1075
8900,random,50,1789
8900,reversed,50,1060
8900,almost,50,852
9000,random,0,4145
9000,reversed,0,2517
9000,almost,0,2654
9000,random,5,1641
9000,reversed,5,1136
9000,almost,5,1118
9000,random,10,1602
9000,reversed,10,904
9000,almost,10,961
9000,random,20,1581
9000,reversed,20,1430
9000,almost,20,990
9000,random,30,1494
9000,reversed,30,908
9000,almost,30,863
9000,random,50,1461
9000,reversed,50,1014
9000,almost,50,703
9100,random,0,2492
9100,reversed,0,1756
9100,almost,0,1843
9100,random,5,1652
9100,reversed,5,1019
9100,almost,5,1143
9100,random,10,1540
9100,reversed,10,958
9100,almost,10,914
9100,random,20,1449
9100,reversed,20,859
9100,almost,20,852
9100,random,30,1550
9100,reversed,30,936
9100,almost,30,882
9100,random,50,1551
9100,reversed,50,1046
9100,almost,50,700
9200,random,0,2587
9200,reversed,0,1954
9200,almost,0,2014
9200,random,5,1714
9200,reversed,5,1479
9200,almost,5,1352
9200,random,10,1910
9200,reversed,10,887
9200,almost,10,952
9200,random,20,1557
9200,reversed,20,911
9200,almost,20,869
9200,random,30,1547
9200,reversed,30,904
9200,almost,30,799
9200,random,50,1469
9200,reversed,50,1044
9200,almost,50,720
9300,random,0,2419
9300,reversed,0,1754
9300,almost,0,1900
9300,random,5,1708
9300,reversed,5,1110
9300,almost,5,1111
9300,random,10,1566
9300,reversed,10,909
9300,almost,10,974
9300,random,20,1469
9300,reversed,20,864
9300,almost,20,808
9300,random,30,1488
9300,reversed,30,890
9300,almost,30,834
9300,random,50,1536
9300,reversed,50,1086
9300,almost,50,733
9400,random,0,2646
9400,reversed,0,2191
9400,almost,0,2182
9400,random,5,1801
9400,reversed,5,1083
9400,almost,5,1224
9400,random,10,1572
9400,reversed,10,948
9400,almost,10,951
9400,random,20,1597
9400,reversed,20,898
9400,almost,20,824
9400,random,30,1572
9400,reversed,30,1030
9400,almost,30,815
9400,random,50,1608
9400,reversed,50,1139
9400,almost,50,729
9500,random,0,2629
9500,reversed,0,1930
9500,almost,0,1916
9500,random,5,1753
9500,reversed,5,1070
9500,almost,5,1141
9500,random,10,1698
9500,reversed,10,909
9500,almost,10,975
9500,random,20,1545
9500,reversed,20,903
9500,almost,20,828
9500,random,30,1554
9500,reversed,30,897
9500,almost,30,844
9500,random,50,1588
9500,reversed,50,1254
9500,almost,50,729
9600,random,0,2631
9600,reversed,0,1956
9600,almost,0,2022
9600,random,5,1858
9600,reversed,5,1095
9600,almost,5,1121
9600,random,10,1665
9600,reversed,10,936
9600,almost,10,955
9600,random,20,1565
9600,reversed,20,918
9600,almost,20,891
9600,random,30,1559
9600,reversed,30,902
9600,almost,30,828
9600,random,50,1764
9600,reversed,50,1154
9600,almost,50,736
9700,random,0,2643
9700,reversed,0,1927
9700,almost,0,2050
9700,random,5,3351
9700,reversed,5,1065
9700,almost,5,1179
9700,random,10,1665
9700,reversed,10,993
9700,almost,10,1008
9700,random,20,1614
9700,reversed,20,935
9700,almost,20,843
9700,random,30,1571
9700,reversed,30,911
9700,almost,30,839
9700,random,50,1655
9700,reversed,50,1227
9700,almost,50,746
9800,random,0,2730
9800,reversed,0,2218
9800,almost,0,2146
9800,random,5,1928
9800,reversed,5,1220
9800,almost,5,1241
9800,random,10,1722
9800,reversed,10,953
9800,almost,10,1076
9800,random,20,1545
9800,reversed,20,1082
9800,almost,20,849
9800,random,30,1671
9800,reversed,30,1718
9800,almost,30,896
9800,random,50,1610
9800,reversed,50,1163
9800,almost,50,814
9900,random,0,2636
9900,reversed,0,1931
9900,almost,0,2132
9900,random,5,1772
9900,reversed,5,1117
9900,almost,5,1156
9900,random,10,1705
9900,reversed,10,1020
9900,almost,10,1077
9900,random,20,1715
9900,reversed,20,946
9900,almost,20,952
9900,random,30,1595
9900,reversed,30,933
9900,almost,30,857
9900,random,50,1603
9900,reversed,50,1203
9900,almost,50,782
10000,random,0,2650
10000,reversed,0,2000
10000,almost,0,2259
10000,random,5,1822
10000,reversed,5,1124
10000,almost,5,1300
10000,random,10,1685
10000,reversed,10,960
10000,almost,10,1084
10000,random,20,1587
10000,reversed,20,977
10000,almost,20,868
10000,random,30,1588
10000,reversed,30,957
10000,almost,30,879
10000,random,50,1718
10000,reversed,50,1227
10000,almost,50,805
10100,random,0,2723
10100,reversed,0,1998
10100,almost,0,2049
10100,random,5,1858
10100,reversed,5,1117
10100,almost,5,1166
10100,random,10,1689
10100,reversed,10,990
10100,almost,10,1078
10100,random,20,1640
10100,reversed,20,1047
10100,almost,20,953
10100,random,30,1699
10100,reversed,30,1034
10100,almost,30,896
10100,random,50,1653
10100,reversed,50,1229
10100,almost,50,774
10200,random,0,3484
10200,reversed,0,2187
10200,almost,0,2421
10200,random,5,2065
10200,reversed,5,1358
10200,almost,5,2357
10200,random,10,2237
10200,reversed,10,1005
10200,almost,10,1147
10200,random,20,1790
10200,reversed,20,1163
10200,almost,20,1262
10200,random,30,2244
10200,reversed,30,1259
10200,almost,30,1197
10200,random,50,1989
10200,reversed,50,1298
10200,almost,50,845
10300,random,0,3526
10300,reversed,0,2447
10300,almost,0,2301
10300,random,5,2083
10300,reversed,5,1222
10300,almost,5,1545
10300,random,10,1967
10300,reversed,10,1186
10300,almost,10,1346
10300,random,20,1881
10300,reversed,20,1037
10300,almost,20,956
10300,random,30,2210
10300,reversed,30,1480
10300,almost,30,1070
10300,random,50,2241
10300,reversed,50,1517
10300,almost,50,861
10400,random,0,3623
10400,reversed,0,2229
10400,almost,0,2635
10400,random,5,2271
10400,reversed,5,1807
10400,almost,5,1557
10400,random,10,1838
10400,reversed,10,1061
10400,almost,10,1131
10400,random,20,1733
10400,reversed,20,1035
10400,almost,20,938
10400,random,30,1785
10400,reversed,30,998
10400,almost,30,907
10400,random,50,1779
10400,reversed,50,1317
10400,almost,50,854
10500,random,0,2951
10500,reversed,0,2388
10500,almost,0,3244
10500,random,5,5160
10500,reversed,5,1732
10500,almost,5,1746
10500,random,10,1937
10500,reversed,10,1137
10500,almost,10,1240
10500,random,20,1935
10500,reversed,20,1401
10500,almost,20,1199
10500,random,30,2115
10500,reversed,30,1334
10500,almost,30,1173
10500,random,50,2838
10500,reversed,50,1775
10500,almost,50,1242
10600,random,0,3776
10600,reversed,0,5110
10600,almost,0,3424
10600,random,5,3750
10600,reversed,5,2497
10600,almost,5,1555
10600,random,10,1828
10600,reversed,10,1126
10600,almost,10,1140
10600,random,20,1783
10600,reversed,20,1083
10600,almost,20,1029
10600,random,30,1839
10600,reversed,30,1082
10600,almost,30,917
10600,random,50,1783
10600,reversed,50,1377
10600,almost,50,862
10700,random,0,2961
10700,reversed,0,2153
10700,almost,0,2283
10700,random,5,2010
10700,reversed,5,1245
10700,almost,5,1332
10700,random,10,1916
10700,reversed,10,1139
10700,almost,10,1273
10700,random,20,1932
10700,reversed,20,1667
10700,almost,20,1639
10700,random,30,2299
10700,reversed,30,1464
10700,almost,30,1214
10700,random,50,1941
10700,reversed,50,1410
10700,almost,50,831
10800,random,0,3074
10800,reversed,0,2210
10800,almost,0,2304
10800,random,5,2248
10800,reversed,5,1402
10800,almost,5,1444
10800,random,10,2055
10800,reversed,10,1254
10800,almost,10,1301
10800,random,20,2003
10800,reversed,20,1153
10800,almost,20,1059
10800,random,30,1747
10800,reversed,30,1053
10800,almost,30,947
10800,random,50,1926
10800,reversed,50,1534
10800,almost,50,941
10900,random,0,3243
10900,reversed,0,2166
10900,almost,0,2354
10900,random,5,2180
10900,reversed,5,1298
10900,almost,5,1399
10900,random,10,1956
10900,reversed,10,1155
10900,almost,10,1218
10900,random,20,1886
10900,reversed,20,1138
10900,almost,20,1093
10900,random,30,1858
10900,reversed,30,1162
10900,almost,30,944
10900,random,50,1835
10900,reversed,50,1396
10900,almost,50,853
11000,random,0,2957
11000,reversed,0,2315
11000,almost,0,3444
11000,random,5,2966
11000,reversed,5,1465
11000,almost,5,1525
11000,random,10,1993
11000,reversed,10,1199
11000,almost,10,1217
11000,random,20,1912
11000,reversed,20,1057
11000,almost,20,1177
11000,random,30,1748
11000,reversed,30,1111
11000,almost,30,969
11000,random,50,1924
11000,reversed,50,1419
11000,almost,50,904
11100,random,0,3436
11100,reversed,0,2201
11100,almost,0,2284
11100,random,5,2229
11100,reversed,5,1308
11100,almost,5,1401
11100,random,10,1998
11100,reversed,10,1177
11100,almost,10,1264
11100,random,20,1890
11100,reversed,20,1125
11100,almost,20,1155
11100,random,30,1904
11100,reversed,30,1166
11100,almost,30,984
11100,random,50,1944
11100,reversed,50,1552
11100,almost,50,900
11200,random,0,3063
11200,reversed,0,3821
11200,almost,0,2401
11200,random,5,2255
11200,reversed,5,1430
11200,almost,5,1452
11200,random,10,2140
11200,reversed,10,1259
11200,almost,10,1266
11200,random,20,1837
11200,reversed,20,1066
11200,almost,20,1109
11200,random,30,1771
11200,reversed,30,1094
11200,almost,30,964
11200,random,50,1894
11200,reversed,50,1510
11200,almost,50,930
11300,random,0,3345
11300,reversed,0,2289
11300,almost,0,2438
11300,random,5,2180
11300,reversed,5,1338
11300,almost,5,1532
11300,random,10,2057
11300,reversed,10,1240
11300,almost,10,1324
11300,random,20,2094
11300,reversed,20,1162
11300,almost,20,1169
11300,random,30,2109
11300,reversed,30,1142
11300,almost,30,1064
11300,random,50,2027
11300,reversed,50,1619
11300,almost,50,913
11400,random,0,3506
11400,reversed,0,2317
11400,almost,0,2394
11400,random,5,2202
11400,reversed,5,1436
11400,almost,5,1514
11400,random,10,2032
11400,reversed,10,1273
11400,almost,10,1300
11400,random,20,2978
11400,reversed,20,1222
11400,almost,20,1127
11400,random,30,1855
11400,reversed,30,1193
11400,almost,30,983
11400,random,50,2041
11400,reversed,50,1674
11400,almost,50,875
11500,random,0,3175
11500,reversed,0,2468
11500,almost,0,2666
11500,random,5,2315
11500,reversed,5,1432
11500,almost,5,1462
11500,random,10,2327
11500,reversed,10,1241
11500,almost,10,1415
11500,random,20,1900
11500,reversed,20,1135
11500,almost,20,1261
11500,random,30,1879
11500,reversed,30,1313
11500,almost,30,1020
11500,random,50,2047
11500,reversed,50,1524
11500,almost,50,904
11600,random,0,3596
11600,reversed,0,2314
11600,almost,0,2461
11600,random,5,2364
11600,reversed,5,1408
11600,almost,5,1476
11600,random,10,2064
11600,reversed,10,1246
11600,almost,10,1306
11600,random,20,1979
11600,reversed,20,1111
11600,almost,20,1143
11600,random,30,1866
11600,reversed,30,1152
11600,almost,30,1042
11600,random,50,2083
11600,reversed,50,1656
11600,almost,50,959
11700,random,0,3172
11700,reversed,0,2453
11700,almost,0,2495
11700,random,5,2338
11700,reversed,5,1539
11700,almost,5,1645
11700,random,10,2293
11700,reversed,10,1347
11700,almost,10,1367
11700,random,20,2068
11700,reversed,20,1111
11700,almost,20,1134
11700,random,30,1901
11700,reversed,30,1210
11700,almost,30,1069
11700,random,50,2132
11700,reversed,50,1706
11700,almost,50,970
11800,random,0,3352
11800,reversed,0,2406
11800,almost,0,2404
11800,random,5,2363
11800,reversed,5,1463
11800,almost,5,1897
11800,random,10,2377
11800,reversed,10,1254
11800,almost,10,1394
11800,random,20,2097
11800,reversed,20,1145
11800,almost,20,1149
11800,random,30,1894
11800,reversed,30,1199
11800,almost,30,1412
11800,random,50,2064
11800,reversed,50,1658
11800,almost,50,926
11900,random,0,3208
11900,reversed,0,3524
11900,almost,0,2706
11900,random,5,2479
11900,reversed,5,1515
11900,almost,5,1667
11900,random,10,2139
11900,reversed,10,1330
11900,almost,10,1399
11900,random,20,2065
11900,reversed,20,1133
11900,almost,20,1161
11900,random,30,1927
11900,reversed,30,1261
11900,almost,30,1024
11900,random,50,2087
11900,reversed,50,1650
11900,almost,50,972
12000,random,0,3177
12000,reversed,0,2450
12000,almost,0,2524
12000,random,5,2381
12000,reversed,5,1502
12000,almost,5,1625
12000,random,10,2364
12000,reversed,10,1294
12000,almost,10,1426
12000,random,20,2129
12000,reversed,20,1258
12000,almost,20,1181
12000,random,30,1933
12000,reversed,30,1230
12000,almost,30,1094
12000,random,50,2382
12000,reversed,50,1762
12000,almost,50,929
12100,random,0,3314
12100,reversed,0,2539
12100,almost,0,2607
12100,random,5,2367
12100,reversed,5,1514
12100,almost,5,1672
12100,random,10,2217
12100,reversed,10,1279
12100,almost,10,1572
12100,random,20,2119
12100,reversed,20,1156
12100,almost,20,1186
12100,random,30,1989
12100,reversed,30,1538
12100,almost,30,1070
12100,random,50,2270
12100,reversed,50,1878
12100,almost,50,941
12200,random,0,3370
12200,reversed,0,2911
12200,almost,0,2565
12200,random,5,2684
12200,reversed,5,1631
12200,almost,5,1689
12200,random,10,2272
12200,reversed,10,1443
12200,almost,10,1641
12200,random,20,2282
12200,reversed,20,1226
12200,almost,20,1205
12200,random,30,1964
12200,reversed,30,1236
12200,almost,30,1048
12200,random,50,2154
12200,reversed,50,1815
12200,almost,50,1027
12300,random,0,3570
12300,reversed,0,2608
12300,almost,0,2710
12300,random,5,2680
12300,reversed,5,1667
12300,almost,5,1849
12300,random,10,2456
12300,reversed,10,1318
12300,almost,10,1369
12300,random,20,2070
12300,reversed,20,1233
12300,almost,20,1211
12300,random,30,2100
12300,reversed,30,1324
12300,almost,30,1082
12300,random,50,2138
12300,reversed,50,1885
12300,almost,50,961
12400,random,0,3351
12400,reversed,0,2591
12400,almost,0,2683
12400,random,5,2696
12400,reversed,5,1603
12400,almost,5,1629
12400,random,10,2263
12400,reversed,10,1338
12400,almost,10,1473
12400,random,20,2164
12400,reversed,20,1226
12400,almost,20,2350
12400,random,30,2082
12400,reversed,30,1257
